  Year     Month    Anomaly  Unc       Anomaly    Unc       Anomaly    Unc       Anomaly    Unc       Anomaly    Unc
  1873     2    -0.087  0.240    -0.275  0.140    -0.311  0.118    -0.246  0.110    -0.239  0.109
  1873     3    -0.277  0.215    -0.291  0.140    -0.313  0.118    -0.239  0.110    -0.238  0.109
  1873     4    -0.468  0.183    -0.294  0.141    -0.310  0.117    -0.235  0.109    -0.238  0.109
  1873     5    -0.271  0.220    -0.286  0.137    -0.314  0.116    -0.235  0.109    -0.238  0.108
  1873     6    -0.212  0.218    -0.265  0.132    -0.312  0.116    -0.233  0.109    -0.237  0.108
  1873     7    -0.172  0.219    -0.257  0.126    -0.309  0.115    -0.232  0.109    -0.237  0.107
  1873     8    -0.157  0.191    -0.273  0.121    -0.304  0.114    -0.231  0.109    -0.237  0.107
  1873     9    -0.385  0.199    -0.303  0.116    -0.304  0.112    -0.229  0.109    -0.236  0.106
  1873    10    -0.252  0.210    -0.295  0.116    -0.308  0.111    -0.229  0.109    -0.235  0.106
  1873    11    -0.349  0.236    -0.291  0.122    -0.312  0.110    -0.227  0.109    -0.235  0.106
  1873    12    -0.232  0.219    -0.300  0.124    -0.313  0.109    -0.226  0.109    -0.235  0.105
  1874     1    -0.217  0.233    -0.308  0.127    -0.314  0.108    -0.226  0.108    -0.233  0.104
  1874     2    -0.280  0.235    -0.311  0.127    -0.315  0.107    -0.227  0.106    -0.232  0.103
  1874     3    -0.641  0.182    -0.294  0.130    -0.314  0.107    -0.224  0.105    -0.233  0.102
  1874     4    -0.368  0.186    -0.300  0.135    -0.314  0.106    -0.224  0.105    -0.233  0.102
  1874     5    -0.222  0.314    -0.306  0.138    -0.313  0.104    -0.225  0.105    -0.235  0.102
  1874     6    -0.327  0.204    -0.312  0.139    -0.316  0.103    -0.225  0.105    -0.237  0.102
  1874     7    -0.270  0.237    -0.333  0.143    -0.311  0.101    -0.225  0.105    -0.238  0.102
  1874     8    -0.187  0.207    -0.340  0.143    -0.306  0.101    -0.226  0.105    -0.238  0.102
  1874     9    -0.179  0.202    -0.324  0.146    -0.299  0.100    -0.227  0.105    -0.238  0.102
  1874    10    -0.322  0.255    -0.325  0.144    -0.295  0.100    -0.226  0.105    -0.239  0.102
  1874    11    -0.427  0.239    -0.330  0.133    -0.292  0.100    -0.227  0.105    -0.240  0.101
  1874    12    -0.308  0.225    -0.327  0.131    -0.289  0.098    -0.228  0.104    -0.240  0.101
  1875     1    -0.461  0.230    -0.323  0.127    -0.284  0.098    -0.229  0.104    -0.243  0.101
  1875     2    -0.364  0.223    -0.329  0.128    -0.280  0.098    -0.229  0.104    -0.244  0.100
  1875     3    -0.454  0.188    -0.337  0.127    -0.274  0.097    -0.228  0.103    -0.243  0.100
  1875     4    -0.383  0.165    -0.327  0.123    -0.267  0.096    -0.229  0.103    -0.244  0.099
  1875     5    -0.281  0.177    -0.337  0.117    -0.256  0.096    -0.229  0.102    -0.245  0.099
  1875     6    -0.283  0.221    -0.349  0.119    -0.249  0.097    -0.231  0.102    -0.246  0.099
  1875     7    -0.227  0.186    -0.342  0.117    -0.244  0.098    -0.232  0.101    -0.246  0.098
  1875     8    -0.259  0.217    -0.334  0.114    -0.236  0.098    -0.231  0.101    -0.247  0.098
  1875     9    -0.281  0.186    -0.320  0.108    -0.221  0.099    -0.233  0.101    -0.248  0.097
  1875    10    -0.195  0.199    -0.311  0.107    -0.209  0.099    -0.233  0.101    -0.248  0.097
  1875    11    -0.547  0.193    -0.332  0.106    -0.205  0.099    -0.232  0.099    -0.249  0.097
  1875    12    -0.457  0.220    -0.336  0.106    -0.200  0.099    -0.229  0.099    -0.248  0.096
  1876     1    -0.370  0.247    -0.332  0.105    -0.195  0.099    -0.225  0.098    -0.251  0.096
  1876     2    -0.268  0.200    -0.336  0.105    -0.191  0.099    -0.221  0.097    -0.252  0.095
  1876     3    -0.293  0.205    -0.342  0.109    -0.185  0.100    -0.220  0.097    -0.252  0.095
  1876     4    -0.276  0.167    -0.347  0.108    -0.181  0.100    -0.219  0.097    -0.252  0.094
  1876     5    -0.528  0.173    -0.342  0.107    -0.175  0.100    -0.217  0.096    -0.252  0.094
  1876     6    -0.335  0.172    -0.351  0.103    -0.173  0.101    -0.218  0.095    -0.253  0.094
  1876     7    -0.175  0.177    -0.336  0.098    -0.171  0.102    -0.218  0.095    -0.254  0.093
  1876     8    -0.311  0.199    -0.321  0.099    -0.170  0.102    -0.217  0.094    -0.255  0.093
  1876     9    -0.344  0.212    -0.292  0.100    -0.160  0.102    -0.217  0.094    -0.256  0.093
  1876    10    -0.264  0.177    -0.279  0.101    -0.159  0.102    -0.216  0.093    -0.256  0.092
  1876    11    -0.482  0.177    -0.239  0.103    -0.160  0.100    -0.215  0.092    -0.259  0.092
  1876    12    -0.571  0.184    -0.217  0.102    -0.157  0.100    -0.213  0.091    -0.261  0.091
  1877     1    -0.190  0.208    -0.191  0.104    -0.157  0.099    -0.209  0.091    -0.264  0.090
  1877     2    -0.084  0.205    -0.146  0.103    -0.158  0.099    -0.205  0.091    -0.266  0.090
  1877     3     0.055  0.174    -0.105  0.098    -0.160  0.100    -0.203  0.090    -0.266  0.089
  1877     4    -0.123  0.175    -0.067  0.100    -0.156  0.098    -0.202  0.090    -0.267  0.089
  1877     5    -0.050  0.182    -0.010  0.107    -0.153  0.097    -0.202  0.089    -0.268  0.088
  1877     6    -0.061  0.166     0.031  0.110    -0.156  0.096    -0.203  0.089    -0.269  0.088
  1877     7     0.138  0.190     0.047  0.117    -0.154  0.096    -0.205  0.088    -0.269  0.087
  1877     8     0.220  0.184     0.089  0.120    -0.157  0.096    -0.206  0.088    -0.270  0.087
  1877     9     0.157  0.159     0.132  0.125    -0.154  0.096    -0.206  0.088    -0.271  0.087
  1877    10     0.184  0.178     0.168  0.127    -0.153  0.097    -0.207  0.087    -0.273  0.086
  1877    11     0.206  0.250     0.168  0.128    -0.152  0.097    -0.207  0.086    -0.276  0.085
  1877    12    -0.080  0.244     0.181  0.132    -0.152  0.097    -0.208  0.086    -0.277  0.084
  1878     1    -0.001  0.246     0.180  0.134    -0.153  0.097    -0.208  0.086    -0.276  0.083
  1878     2     0.418  0.228     0.168  0.136    -0.152  0.097    -0.211  0.085    -0.276  0.083
  1878     3     0.577  0.230     0.154  0.141    -0.153  0.098    -0.209  0.085    -0.276  0.083
  1878     4     0.309  0.184     0.135  0.145    -0.155  0.097    -0.208  0.085    -0.277  0.082
  1878     5    -0.055  0.209     0.121  0.143    -0.149  0.097    -0.208  0.084    -0.278  0.082
  1878     6     0.102  0.196     0.118  0.142    -0.145  0.095    -0.207  0.084    -0.279  0.082
  1878     7     0.128  0.235     0.110  0.145    -0.140  0.095    -0.208  0.083    -0.280  0.081
  1878     8     0.076  0.197     0.058  0.145    -0.139  0.095    -0.209  0.083    -0.281  0.081
  1878     9    -0.015  0.189     0.004  0.135    -0.135  0.095    -0.209  0.082    -0.281  0.081
  1878    10    -0.041  0.201    -0.047  0.135    -0.130  0.095    -0.209  0.082    -0.282  0.080
  1878    11     0.031  0.232    -0.063  0.130    -0.123  0.095    -0.210  0.081    -0.281  0.080
  1878    12    -0.108  0.204    -0.088  0.127    -0.123  0.095    -0.211  0.081    -0.281  0.080
  1879     1    -0.100  0.224    -0.118  0.126    -0.122  0.095    -0.211  0.081    -0.280  0.079
  1879     2    -0.211  0.216    -0.144  0.126    -0.120  0.095    -0.210  0.081    -0.279  0.078
  1879     3    -0.068  0.156    -0.169  0.125    -0.119  0.093    -0.209  0.080    -0.277  0.077
  1879     4    -0.298  0.195    -0.173  0.119    -0.119  0.093    -0.210  0.080    -0.276  0.077
  1879     5    -0.258  0.198    -0.199  0.114    -0.117  0.093    -0.213  0.078    -0.276  0.077
  1879     6    -0.199  0.166    -0.229  0.111    -0.111  0.092    -0.214  0.078    -0.276  0.077
  1879     7    -0.221  0.191    -0.251  0.109    -0.106  0.092    -0.217  0.077    -0.275  0.076
  1879     8    -0.245  0.195    -0.275  0.108    -0.104  0.091    -0.219  0.077    -0.276  0.076
  1879     9    -0.307  0.181    -0.291  0.109    -0.106  0.090    -0.222  0.077    -0.277  0.076
  1879    10    -0.089  0.176    -0.294  0.110    -0.109  0.090    -0.223  0.076    -0.277  0.076
  1879    11    -0.282  0.184    -0.291  0.111    -0.112  0.089    -0.224  0.075    -0.278  0.076
  1879    12    -0.471  0.195    -0.301  0.111    -0.117  0.089    -0.225  0.075    -0.278  0.075
  1880     1    -0.370  0.236    -0.305  0.113    -0.125  0.089    -0.227  0.075    -0.279  0.075
  1880     2    -0.492  0.193    -0.300  0.112    -0.132  0.089    -0.228  0.074    -0.278  0.075
  1880     3    -0.267  0.174    -0.307  0.113    -0.138  0.089    -0.227  0.074    -0.279  0.074
  1880     4    -0.328  0.193    -0.325  0.113    -0.147  0.089    -0.228  0.074    -0.280  0.074
  1880     5    -0.226  0.183    -0.316  0.110    -0.158  0.087    -0.230  0.073    -0.281  0.074
  1880     6    -0.312  0.169    -0.294  0.113    -0.166  0.086    -0.232  0.073    -0.283  0.073
  1880     7    -0.270  0.212    -0.269  0.108    -0.172  0.084    -0.233  0.073    -0.284  0.073
  1880     8    -0.193  0.194    -0.243  0.109    -0.186  0.083    -0.235  0.072    -0.285  0.073
  1880     9    -0.382  0.190    -0.227  0.111    -0.197  0.082    -0.236  0.072    -0.286  0.073
  1880    10    -0.315  0.175    -0.200  0.111    -0.208  0.082    -0.237  0.072    -0.286  0.072
  1880    11    -0.172  0.186    -0.187  0.111    -0.211  0.081    -0.235  0.072    -0.287  0.072
  1880    12    -0.204  0.195    -0.190  0.111    -0.215  0.080    -0.233  0.071    -0.286  0.072
  1881     1    -0.073  0.249    -0.180  0.110    -0.221  0.080    -0.235  0.071    -0.286  0.071
  1881     2    -0.181  0.193    -0.176  0.107    -0.228  0.080    -0.238  0.071    -0.286  0.071
  1881     3    -0.066  0.210    -0.169  0.105    -0.234  0.079    -0.240  0.070    -0.286  0.071
  1881     4    -0.006  0.187    -0.164  0.104    -0.237  0.078    -0.241  0.070    -0.287  0.070
  1881     5    -0.066  0.178    -0.181  0.104    -0.246  0.077    -0.239  0.070    -0.287  0.070
  1881     6    -0.348  0.163    -0.180  0.102    -0.248  0.076    -0.240  0.070    -0.287  0.070
  1881     7    -0.155  0.195    -0.165  0.099    -0.251  0.076    -0.241  0.070    -0.288  0.069
  1881     8    -0.145  0.181    -0.147  0.098    -0.250  0.076    -0.242  0.069    -0.288  0.069
  1881     9    -0.300  0.190    -0.150  0.093    -0.257  0.075    -0.243  0.069    -0.287  0.069
  1881    10    -0.248  0.154    -0.173  0.089    -0.261  0.075    -0.244  0.069    -0.288  0.068
  1881    11    -0.378  0.187    -0.188  0.088    -0.266  0.075    -0.245  0.068    -0.287  0.068
  1881    12    -0.196  0.173    -0.188  0.086    -0.271  0.074    -0.243  0.068    -0.286  0.068
  1882     1     0.116  0.182    -0.204  0.084    -0.277  0.075    -0.250  0.069    -0.285  0.068
  1882     2     0.027  0.163    -0.208  0.083    -0.281  0.075    -0.255  0.069    -0.284  0.068
  1882     3    -0.101  0.140    -0.200  0.082    -0.284  0.074    -0.259  0.069    -0.284  0.067
  1882     4    -0.278  0.143    -0.209  0.082    -0.290  0.074    -0.261  0.069    -0.285  0.067
  1882     5    -0.253  0.166    -0.213  0.082    -0.296  0.073    -0.264  0.068    -0.285  0.067
  1882     6    -0.343  0.161    -0.245  0.086    -0.295  0.073    -0.268  0.068    -0.285  0.067
  1882     7    -0.351  0.175    -0.287  0.087    -0.300  0.072    -0.272  0.068    -0.287  0.067
  1882     8    -0.189  0.179    -0.324  0.086    -0.299  0.071    -0.278  0.068    -0.288  0.067
  1882     9    -0.205  0.163    -0.323  0.087    -0.301  0.071    -0.282  0.068    -0.289  0.066
  1882    10    -0.360  0.160    -0.327  0.089    -0.304  0.070    -0.287  0.068    -0.289  0.066
  1882    11    -0.425  0.181    -0.325  0.089    -0.309  0.070    -0.293  0.067    -0.290  0.066
  1882    12    -0.583  0.165    -0.306  0.084    -0.313  0.069    -0.295  0.067    -0.290  0.066
  1883     1    -0.389  0.164    -0.299  0.085    -0.314  0.068    -0.298  0.066    -0.293  0.066
  1883     2    -0.410  0.178    -0.312  0.085    -0.318  0.068    -0.306  0.066    -0.295  0.066
  1883     3    -0.090  0.143    -0.325  0.083    -0.318  0.067    -0.314  0.065    -0.295  0.065
  1883     4    -0.324  0.165    -0.316  0.081    -0.318  0.067    -0.320  0.065    -0.294  0.065
  1883     5    -0.228  0.159    -0.321  0.081    -0.322  0.067    -0.322  0.065    -0.295  0.065
  1883     6    -0.119  0.133    -0.294  0.080    -0.321  0.066    -0.325  0.064    -0.295  0.065
  1883     7    -0.263  0.176    -0.280  0.080    -0.330  0.066    -0.328  0.064    -0.295  0.064
  1883     8    -0.350  0.173    -0.260  0.082    -0.337  0.065    -0.331  0.064    -0.296  0.064
  1883     9    -0.355  0.155    -0.294  0.082    -0.345  0.064    -0.334  0.063    -0.295  0.064
  1883    10    -0.252  0.142    -0.312  0.081    -0.351  0.063    -0.334  0.063    -0.295  0.064
  1883    11    -0.491  0.157    -0.340  0.082    -0.355  0.063    -0.335  0.063    -0.295  0.064
  1883    12    -0.254  0.156    -0.372  0.082    -0.357  0.063    -0.335  0.062    -0.296  0.064
  1884     1    -0.226  0.171    -0.396  0.084    -0.359  0.062    -0.335  0.062    -0.297  0.064
  1884     2    -0.172  0.156    -0.406  0.085    -0.364  0.062    -0.332  0.062    -0.298  0.064
  1884     3    -0.490  0.151    -0.420  0.084    -0.367  0.061    -0.330  0.061    -0.296  0.064
  1884     4    -0.544  0.149    -0.438  0.085    -0.370  0.061    -0.327  0.061    -0.297  0.064
  1884     5    -0.567  0.148    -0.446  0.082    -0.373  0.061    -0.326  0.061    -0.298  0.063
  1884     6    -0.503  0.140    -0.461  0.083    -0.376  0.061    -0.326  0.061    -0.298  0.063
  1884     7    -0.553  0.191    -0.497  0.083    -0.393  0.062    -0.326  0.061    -0.298  0.063
  1884     8    -0.466  0.190    -0.520  0.082    -0.405  0.062    -0.326  0.061    -0.298  0.063
  1884     9    -0.527  0.157    -0.509  0.082    -0.411  0.062    -0.326  0.060    -0.299  0.063
  1884    10    -0.466  0.157    -0.506  0.084    -0.413  0.062    -0.328  0.060    -0.298  0.062
  1884    11    -0.589  0.160    -0.503  0.083    -0.416  0.062    -0.330  0.060    -0.298  0.062
  1884    12    -0.428  0.147    -0.508  0.086    -0.418  0.062    -0.328  0.060    -0.298  0.062
  1885     1    -0.655  0.188    -0.490  0.085    -0.418  0.061    -0.329  0.059    -0.298  0.062
  1885     2    -0.453  0.167    -0.486  0.085    -0.424  0.061    -0.328  0.059    -0.299  0.062
  1885     3    -0.359  0.144    -0.477  0.085    -0.427  0.061    -0.330  0.059    -0.298  0.062
  1885     4    -0.511  0.169    -0.463  0.086    -0.428  0.061    -0.331  0.059    -0.298  0.062
  1885     5    -0.526  0.151    -0.446  0.087    -0.427  0.061    -0.333  0.059    -0.298  0.062
  1885     6    -0.558  0.152    -0.424  0.085    -0.424  0.061    -0.334  0.059    -0.298  0.062
  1885     7    -0.337  0.171    -0.421  0.082    -0.423  0.061    -0.336  0.058    -0.298  0.062
  1885     8    -0.428  0.177    -0.435  0.078    -0.425  0.061    -0.338  0.058    -0.298  0.061
  1885     9    -0.412  0.156    -0.448  0.078    -0.431  0.061    -0.339  0.058    -0.298  0.061
  1885    10    -0.294  0.155    -0.439  0.077    -0.431  0.060    -0.338  0.058    -0.298  0.061
  1885    11    -0.397  0.145    -0.421  0.077    -0.433  0.060    -0.342  0.058    -0.297  0.061
  1885    12    -0.153  0.143    -0.412  0.076    -0.436  0.061    -0.344  0.058    -0.296  0.061
  1886     1    -0.622  0.168    -0.406  0.076    -0.436  0.060    -0.347  0.058    -0.295  0.061
  1886     2    -0.625  0.166    -0.406  0.078    -0.434  0.060    -0.350  0.057    -0.295  0.061
  1886     3    -0.517  0.129    -0.412  0.080    -0.433  0.060    -0.351  0.057    -0.296  0.061
  1886     4    -0.394  0.136    -0.425  0.081    -0.430  0.060    -0.354  0.057    -0.296  0.061
  1886     5    -0.312  0.145    -0.438  0.081    -0.425  0.060    -0.356  0.057    -0.295  0.061
  1886     6    -0.451  0.137    -0.457  0.083    -0.422  0.060    -0.356  0.057    -0.294  0.061
  1886     7    -0.270  0.166    -0.482  0.082    -0.420  0.059    -0.357  0.056    -0.294  0.061
  1886     8    -0.426  0.187    -0.487  0.082    -0.413  0.059    -0.358  0.056    -0.293  0.060
  1886     9    -0.483  0.168    -0.482  0.083    -0.404  0.059    -0.358  0.056    -0.292  0.060
  1886    10    -0.448  0.148    -0.480  0.084    -0.394  0.059    -0.359  0.056    -0.291  0.060
  1886    11    -0.551  0.153    -0.492  0.084    -0.386  0.059    -0.359  0.056    -0.290  0.060
  1886    12    -0.386  0.155    -0.494  0.087    -0.381  0.059    -0.359  0.057    -0.288  0.060
  1887     1    -0.915  0.153    -0.499  0.087    -0.374  0.059    -0.362  0.057    -0.288  0.060
  1887     2    -0.686  0.155    -0.508  0.084    -0.371  0.059    -0.363  0.056    -0.289  0.060
  1887     3    -0.463  0.157    -0.500  0.082    -0.368  0.059    -0.366  0.056    -0.291  0.060
  1887     4    -0.373  0.143    -0.498  0.082    -0.365  0.059    -0.367  0.056    -0.290  0.060
  1887     5    -0.453  0.149    -0.485  0.082    -0.363  0.059    -0.369  0.057    -0.290  0.060
  1887     6    -0.471  0.158    -0.487  0.082    -0.362  0.059    -0.368  0.057    -0.290  0.060
  1887     7    -0.335  0.154    -0.438  0.082    -0.358  0.059    -0.369  0.057    -0.292  0.060
  1887     8    -0.536  0.177    -0.422  0.080    -0.357  0.060    -0.371  0.057    -0.293  0.060
  1887     9    -0.386  0.143    -0.419  0.078    -0.360  0.060    -0.372  0.057    -0.295  0.060
  1887    10    -0.417  0.155    -0.419  0.076    -0.359  0.060    -0.371  0.057    -0.297  0.060
